WKT,Enplanements,Passengers,Magnetic_Variation,County_s_State_Post_Office_Code,Official_Facility_Name,Elevation_Nearest_Tenth_Of_A_Foot_Msl,Has_Been_Designated_As_A_Customs_Landing_Rights_Airport,Location_Identifier,Departing_Flights,County_Or_Parish_Name,Magnetic_Direction,Arriving_Flights,Has_Been_Designated_As_An_International_Airport,Icao_Identifier,City_Name,Associated_Aeronautical_Chart,Airport_Activation_Date_Mm_Yyyy,State_Name,SHAPE_X,SHAPE_Y
"POINT (-166.270608333742 60.3714200000341)",1295,2355,13,AK,Mekoryuk,48,N,MYU,568,Bethel,E,569,N,PAMY,Mekoryuk,Bethel,10/1960,Alaska,-166.270608333742,60.3714200000341
"POINT (-146.307240555435 59.4499436110102)",,,18,AK,Middleton Island,100.4,N,MDO,,Cordova-Mccarthy,E,,N,PAMD,Middleton Island,Seward,01/1949,Alaska,-146.307240555435,59.4499436110102
"POINT (-152.301833332896 63.88597222218)",,,21,AK,Minchumina,681.8,N,MHM,,Yukon-Koyukuk,E,,N,PAMH,Minchumina,Mc Grath,08/1947,Alaska,-152.301833332896,63.88597222218
"POINT (-149.368583333519 65.1481666665003)",,,27,AK,Minto Al Wright,500,N,51Z,,Yukon-Koyukuk,E,,N,,Minto,Fairbanks,07/1975,Alaska,-149.368583333519,65.1481666665003
"POINT (-157.047152222119 58.927605000017)",,,21,AK,Nakeen,50,N,76Z,,Bristol Bay,E,,N,,Nakeen,Kodiak,07/1962,Alaska,-157.047152222119,58.927605000017
"POINT (-151.925155833734 59.3521483333919)",951,1483,23,AK,Nanwalek,27,N,KEB,1160,Kenai-Cook Inlet,E,1143,N,,Nanwalek,Kodiak,,Alaska,-151.925155833734,59.3521483333919
"POINT (-161.978500000375 60.6903333332188)",1686,2292,14,AK,Napakiak,17,N,WNA,1440,Bethel,E,1451,N,PANA,Napakiak,Bethel,09/1976,Alaska,-161.978500000375,60.6903333332188
"POINT (-161.778305555169 60.7029166668365)",1750,2448,15,AK,Napaskiak,24,N,PKA,1415,Bethel,E,1414,N,PAPK,Napaskiak,Bethel,06/1974,Alaska,-161.778305555169,60.7029166668365
"POINT (-87.3177850000311 38.0425455554541)",,,,IN,Boonville,380,,I91,,Warrick,W,,,,Boonville,St Louis,05/1979,Indiana,-87.3177850000311,38.0425455554541
"POINT (-161.16036722191 56.0075361108704)",,,15,AK,Nelson Lagoon,14,,OUL,,Aleutians East,E,,,PAOU,Nelson Lagoon,Kodiak,10/1979,Alaska,-161.16036722191,56.0075361108704
"POINT (-149.073975194672 64.547329194406)",,,21,AK,Nenana Muni,368,N,ENN,,Yukon-Koyukuk,E,,N,PANN,Nenana,Fairbanks,04/1949,Alaska,-149.073975194672,64.547329194406
"POINT (-157.373163888552 59.4515375001857)",490,775,16,AK,New Stuyahok,364,N,KNW,521,Bristol Bay,E,522,N,PANW,New Stuyahok,Kodiak,,Alaska,-157.373163888552,59.4515375001857
"POINT (-164.641250000287 60.9391388888345)",,,17,AK,Newtok,25,N,EWU,,Bethel,E,,N,PAEW,Newtok,Bethel,09/1976,Alaska,-164.641250000287,60.9391388888345
"POINT (-164.704037500034 60.4691708334122)",,,17,AK,Nightmute,7.1,,IGT,,Bethel,E,,,PAGT,Nightmute,Bethel,07/1979,Alaska,-164.704037500034,60.4691708334122
"POINT (-154.358434722002 63.0185597224165)",,,19,AK,Nikolai,441,N,FSP,,Kuskokwim,E,,N,PAFS,Nikolai,Mc Grath,,Alaska,-154.358434722002,63.0185597224165
"POINT (-151.589418610776 60.0202341666038)",,,24,AK,Ninilchik,276,N,NIN,,Kenai-Cook Inlet,E,,N,,Ninilchik,Mc Grath,10/1962,Alaska,-151.589418610776,60.0202341666038
"POINT (-165.390230222042 64.5114222778733)",,,17,AK,Nome City Field,69,N,94Z,,Nome,E,,N,,Nome,Nome,09/1947,Alaska,-165.390230222042,64.5114222778733
"POINT (-154.839174721966 59.9802302775907)",,,18,AK,Nondalton,314,N,5NN,,Bristol Bay,E,,N,PANO,Nondalton,Kodiak,07/1962,Alaska,-154.839174721966,59.9802302775907
"POINT (-161.022250000115 66.8175277778076)",,,16,AK,Robert/Bob/Curtis Memorial,55,,D76,,Northwest Arctic,E,,,PFNO,Noorvik,Nome,06/2003,Alaska,-161.022250000115,66.8175277778076
"POINT (-147.387638888583 64.7592222220608)",,,28,AK,Bradley Sky-Ranch,483,N,95Z,,Fairbanks North Star,E,,N,,North Pole,Fairbanks,,Alaska,-147.387638888583,64.7592222220608
"POINT (-141.928083333046 62.9611666666595)",8,8,24,AK,Northway,1720.1,Y,ORT,2,Fairbanks North Star,E,2,N,PAOR,Northway,Anchorage,07/1947,Alaska,-141.928083333046,62.9611666666595
"POINT (-151.006472222524 70.2098333333869)",,,21,AK,Nuiqsut,45,,AQT,,North Slope,E,,,PAQT,Nuiqsut,Point Barrow,06/1977,Alaska,-151.006472222524,70.2098333333869
"POINT (-158.074221944458 64.729310833359)",2345,3860,18,AK,Nulato,399,N,NUL,1086,Yukon-Koyukuk,E,1089,N,PANU,Nulato,Nome,09/1947,Alaska,-158.074221944458,64.729310833359
"POINT (-162.440583333073 60.906000000155)",,,18,AK,Nunapitchuk,21.9,,16A,,Bethel,E,,,PPIT,Nunapitchuk,Bethel,01/1988,Alaska,-162.440583333073,60.906000000155
"POINT (-153.269250000297 57.2184722224556)",,,21,AK,Old Harbor,55,,6R7,,Kodiak Island,E,,,,Old Harbor,Kodiak,08/1993,Alaska,-153.269250000297,57.2184722224556
"POINT (-156.529864999642 63.1460374998534)",,,22,AK,Ophir,575,N,Z17,,Kuskokwim,E,,N,,Ophir,Mc Grath,08/1947,Alaska,-156.529864999642,63.1460374998534
"POINT (-152.465000000032 57.9422222222032)",,,22,AK,Ouzinkie,100,,4K5,,Kodiak Island,E,,,,Ouzinkie,Kodiak,01/1983,Alaska,-152.465000000032,57.9422222222032
"POINT (-149.088711388562 61.5949136109031)",,,20,AK,Palmer Muni,242,N,PAQ,,Matanuska-Susitna,E,,N,PAAQ,Palmer,Anchorage,12/1949,Alaska,-149.088711388562,61.5949136109031
"POINT (-149.017636111055 61.5303152777592)",,,25,AK,Butte Muni,64,N,AK1,,Matanuska-Susitna,E,,N,,Palmer,Anchorage,02/1974,Alaska,-149.017636111055,61.5303152777592
"POINT (-145.500550833266 63.0245800000156)",,,28,AK,Paxson,2653,N,PXK,,Valdez-Chitna-Whitie,E,,N,PAXK,Paxson,Anchorage,09/1947,Alaska,-145.500550833266,63.0245800000156
"POINT (-154.129972222589 59.7969444443941)",,,22,AK,Pedro Bay,83.9,N,4K0,,Bristol Bay,E,,N,,Pedro Bay,Kodiak,06/1963,Alaska,-154.129972222589,59.7969444443941
"POINT (-159.160829166949 55.9067236109336)",,,15,AK,Perryville,29.9,N,PEV,,Lake And Peninsula,E,,N,PAPE,Perryville,Cold Bay,10/1969,Alaska,-159.160829166949,55.9067236109336
"POINT (-157.571956944847 57.5803805555831)",,,17,AK,Pilot Point,57,,PNP,,Aleutian Islands,E,,,PAPN,Pilot Point,Kodiak,02/2000,Alaska,-157.571956944847,57.5803805555831
"POINT (-157.739865555161 57.4253580556688)",38,184,20,AK,Ugashik Bay,132,N,UGB,142,Bristol Bay,E,144,N,,Pilot Point,Kodiak,06/1966,Alaska,-157.739865555161,57.4253580556688
"POINT (-162.8995555556 61.9345555556076)",,,18,AK,Pilot Station,308.2,N,0AK,,Wade Hampton,E,,N,,Pilot Station,Bethel,12/1966,Alaska,-162.8995555556,61.9345555556076
"POINT (-161.825277777757 59.015722222353)",861,1437,16,AK,Platinum,23.5,N,PTU,910,Bethel,E,908,N,PAPM,Platinum,Kodiak,08/1947,Alaska,-161.825277777757,59.015722222353
"POINT (-163.005333333742 69.7328888888309)",1559,2136,15,AK,Point Lay Lrrs,29,N,PIZ,683,Barrow,E,684,N,PPIZ,Point Lay,Cape Lisburne,03/1960,Alaska,-163.005333333742,69.7328888888309
"POINT (-157.71116666625 58.906524999898)",,,21,AK,Portage Creek,129,N,A14,,Bristol Bay,E,,N,PAOC,Portage Creek,Kodiak,08/1975,Alaska,-157.71116666625,58.906524999898
"POINT (-151.831538889156 59.3482594443559)",1156,1637,23,AK,Port Graham,93,N,PGM,1291,Kenai-Cook Inlet,E,1318,N,,Port Graham,Kodiak,06/1959,Alaska,-151.831538889156,59.3482594443559
"POINT (-158.633361944619 56.9591011109179)",345,1058,16,AK,Port Heiden,95,N,PTH,357,Lake And Peninsula,E,357,N,PAPH,Port Heiden,Kodiak,01/1949,Alaska,-158.633361944619,56.9591011109179
"POINT (-152.847572222529 57.8849249998274)",1443,2033,22,AK,Port Lions,42,N,ORI,1154,Kodiak Island,E,1088,N,,Port Lions,Kodiak,,Alaska,-152.847572222529,57.8849249998274
"POINT (-150.643611110673 66.8140555553901)",,,21,AK,Prospect Creek,1095,N,PPC,,Upper Yukon,E,,N,PAPR,Prospect Creek,Fairbanks,06/1971,Alaska,-150.643611110673,66.8140555553901
"POINT (-152.270016388938 62.9436108331752)",,,24,AK,Purkeypile,1950,N,01A,,Kuskokwim,E,,N,,Purkeypile,Mc Grath,07/1966,Alaska,-152.270016388938,62.9436108331752
"POINT (-149.762224166654 65.3539808335165)",,,27,AK,Quail Creek,1550,N,20K,,Yukon-Koyukuk,E,,N,,Quail Creek,Fairbanks,01/1966,Alaska,-149.762224166654,65.3539808335165
"POINT (-164.655724722445 65.4059330555951)",,,18,AK,Quartz Creek /Kougarok/,416,N,5QC,,Nome,E,,N,,Quartz Creek,Nome,10/1952,Alaska,-164.655724722445,65.4059330555951
"POINT (-161.845366666811 59.7550944445931)",,,14,AK,Quinhagak,42,N,AQH,,Bethel,E,,N,PAQH,Quinhagak,Kodiak,06/1963,Alaska,-161.845366666811,59.7550944445931
"POINT (-152.717524722339 62.0841419443043)",,,24,AK,Rainy Pass Lodge,1900,N,6AK,,Kuskokwim,E,,N,,Rainy Pass,Mc Grath,09/1969,Alaska,-152.717524722339,62.0841419443043
"POINT (-150.140833332934 65.507900000068)",175,220,24,AK,Rampart,307,N,RMP,127,Yukon-Koyukuk,E,128,N,,Rampart,Fairbanks,11/1949,Alaska,-150.140833332934,65.507900000068
"POINT (-157.350250000051 61.7880555554674)",28,135,21,AK,Red Devil,181,N,RDV,141,Kuskokwim,E,141,N,,Red Devil,Mc Grath,11/1954,Alaska,-157.350250000051,61.7880555554674
"POINT (-155.469888888907 64.7272222223128)",2044,3338,20,AK,Ruby,658,N,RBY,842,Yukon-Koyukuk,E,844,N,PARY,Ruby,Fairbanks,09/1947,Alaska,-155.469888888907,64.7272222223128
"POINT (-161.31938888895 61.7748888889391)",2384,3279,17,AK,Russian Mission,58,N,RSH,1544,Wade Hampton,E,1531,N,PARS,Russian Mission,Mc Grath,06/1963,Alaska,-161.31938888895,61.7748888889391
"POINT (-169.663722222499 56.5773611111798)",,,11,AK,St George,127.9,,PBV,,Bethel,E,,,PAPB,St George,Dutch Harbor,07/1992,Alaska,-169.663722222499,56.5773611111798
"POINT (-162.110388888793 63.4900555554089)",1816,5229,17,AK,St Michael,98,,SMK,2013,Nome,E,2023,,PAMK,St Michael,Bethel,08/1995,Alaska,-162.110388888793,63.4900555554089
"POINT (-165.012627500358 64.9092477777593)",,,17,AK,Salmon Lake,490,N,Z81,,Nome,E,,N,,Salmon Lake,Nome,07/1958,Alaska,-165.012627500358,64.9092477777593
"POINT (-151.705041666616 59.4439055554357)",2172,3773,23,AK,Seldovia,29,N,SOV,2306,Kenai-Cook Inlet,E,2299,N,PASO,Seldovia,Kodiak,08/1947,Alaska,-151.705041666616,59.4439055554357
"POINT (-149.416844444504 60.130080555479)",,,19,AK,Seward,22,N,SWD,,Seward,E,,N,PAWD,Seward,Seward,04/1947,Alaska,-149.416844444504,60.130080555479
"POINT (-159.569222222613 62.6923055555594)",621,912,15,AK,Shageluk,78.6,N,SHX,583,Kuskokwim,E,581,N,PAHX,Shageluk,Mc Grath,,Alaska,-159.569222222613,62.6923055555594
"POINT (-161.223972221803 64.3710833333681)",,,15,AK,Shaktoolik,24,,2C7,,Nome,E,,,PFSH,Shaktoolik,Nome,07/2002,Alaska,-161.223972221803,64.3710833333681
"POINT (-147.506921944097 61.8119894444622)",,,26,AK,Sheep Mountain,2750,N,SMU,,Valdez-Chitna-Whitie,E,,N,PASP,Sheep Mountain,Anchorage,08/1950,Alaska,-147.506921944097,61.8119894444622
"POINT (-164.847638889028 62.520416666472)",1889,7174,17,AK,Sheldon Point,18.2,N,SXP,1970,Wade Hampton,E,1984,N,,Sheldon Point,Bethel,06/1964,Alaska,-164.847638889028,62.520416666472
"POINT (-157.162416666904 66.8880833331688)",1843,3833,19,AK,Shungnak,205,N,SHG,1209,Kobuk,E,1213,N,PAGH,Shungnak,Fairbanks,07/1966,Alaska,-157.162416666904,66.8880833331688
"POINT (-151.191366110857 61.9652949999984)",28,32,25,AK,Skwentna,148,N,SKW,18,Matanuska-Susitna,E,20,N,PASW,Skwentna,Anchorage,05/1949,Alaska,-151.191366110857,61.9652949999984
"POINT (-157.165880555368 61.700518055399)",307,393,21,AK,Sleetmute,190,N,SLQ,321,Kuskokwim,E,327,N,PASL,Sleetmute,Mc Grath,11/1949,Alaska,-157.165880555368,61.700518055399
"POINT (-151.038238888674 60.4749583334639)",,,19,AK,Soldotna,113,N,SXQ,,Kenai-Cook Inlet,E,,N,PASX,Soldotna,Anchorage,10/1962,Alaska,-151.038238888674,60.4749583334639
"POINT (-157.002583333377 58.7020833332267)",74,466,21,AK,South Naknek Nr 2,162,N,WSN,241,Bristol Bay,E,241,N,PFWS,South Naknek,Kodiak,,Alaska,-157.002583333377,58.7020833332267
"POINT (-162.278000000442 63.515972222391)",2169,5356,19,AK,Stebbins,19.4,,WBB,2017,Nome,E,2024,,,Stebbins,Bethel,07/1964,Alaska,-162.278000000442,63.515972222391
"POINT (-149.054361111061 66.0171666665959)",235,583,22,AK,Stevens Village,328,N,SVS,281,Upper Yukon,E,282,N,,Stevens Village,Fairbanks,07/1953,Alaska,-149.054361111061,66.0171666665959
"POINT (-156.588527777862 61.789749999961)",69,130,22,AK,Stony River 2,230,N,SRV,126,Kuskokwim,E,126,N,,Stony River,Mc Grath,01/1964,Alaska,-156.588527777862,61.789749999961
"POINT (-149.127283333774 63.3314794446135)",,,26,AK,Summit,2409,N,UMM,,Matanuska-Susitna,E,,N,PAST,Summit,Anchorage,08/1947,Alaska,-149.127283333774,63.3314794446135
"POINT (-156.029722222279 62.9929444444362)",43,50,17,AK,Takotna,423.1,N,TCT,111,Kuskokwim,E,111,N,PPCT,Takotna,Mc Grath,10/1949,Alaska,-156.029722222279,62.9929444444362
"POINT (-150.093694444114 62.3205000000574)",,,19,AK,Talkeetna,358,N,TKA,,Matanuska-Susitna,E,,N,PATK,Talkeetna,Anchorage,03/1949,Alaska,-150.093694444114,62.3205000000574
"POINT (-143.335573889134 63.3743672222759)",,,29,AK,Tanacross,1549,N,TSG,,Fairbanks North Star,E,,N,,Tanacross,Anchorage,07/1947,Alaska,-143.335573889134,63.3743672222759
"POINT (-146.691166666626 60.8723888887213)",,,20,AK,Tatitlek,62,N,7KA,,Valdez-Chitna-Whitie,E,,N,PAKA,Tatitlek,Anchorage,08/1974,Alaska,-146.691166666626,60.8723888887213
"POINT (-153.361953055498 62.2932869446391)",,,24,AK,Tatitna,1490,N,8KA,,Kuskokwim,E,,N,,Tatitna,Mc Grath,09/1970,Alaska,-153.361953055498,62.2932869446391
"POINT (-146.46052194469 62.0647886109063)",,,27,AK,Tazlina,2450,N,Z14,,Valdez-Chitna-Whitie,E,,N,,Tazlina,Anchorage,09/1950,Alaska,-146.46052194469,62.0647886109063
"POINT (-153.268973333562 63.3938727777883)",,,24,AK,Telida,650,N,2K5,,Kuskokwim,E,,N,,Telida,Mc Grath,07/1964,Alaska,-153.268973333562,63.3938727777883
"POINT (-166.339339722518 65.2403794446175)",106,290,14,AK,Teller,294,N,TER,2,Nome,E,2,N,PATE,Teller,Nome,07/1975,Alaska,-166.339339722518,65.2403794446175
"POINT (-142.51855555522 63.1246944444216)",,,22,AK,Tetlin,1671,,3T4,,Aleutian Islands,E,,,,Tetlin,Anchorage,03/2005,Alaska,-142.51855555522,63.1246944444216
"POINT (-145.688433889063 61.1772702779626)",,,27,AK,Thompson Pass,2080,N,K55,,Valdez-Chitna-Whitie,E,,N,,Thompson Pass,Anchorage,07/1952,Alaska,-145.688433889063,61.1772702779626
"POINT (-160.396924166302 59.0536261108853)",1062,1257,15,AK,Togiak,20.7,N,TOG,832,Bethel,E,830,N,PATG,Togiak Village,Kodiak,08/1975,Alaska,-160.396924166302,59.0536261108853
"POINT (-142.953681944632 63.3295144445409)",,,29,AK,Tok Junction,1639,,6K8,,Valdez-Chitna-Whitie,E,,,PFTO,Tok,Anchorage,11/1983,Alaska,-142.953681944632,63.3295144445409
"POINT (-148.52233749976 64.025659722091)",,,27,AK,Totatlanika River,2717,N,9AK,,Yukon-Koyukuk,E,,N,,Totatlanika River,Fairbanks,08/1958,Alaska,-148.52233749976,64.025659722091
"POINT (-162.667009444263 60.3353455557159)",,,18,AK,Tuntutuliak,16,N,A61,,Bethel,E,,N,,Tuntutuliak,Bethel,08/1974,Alaska,-162.667009444263,60.3353455557159
"POINT (-165.271648333049 60.5755469446239)",,,16,AK,Tununak,14,N,4KA,,Bethel,E,,N,,Tununak,Bethel,,Alaska,-165.271648333049,60.5755469446239
"POINT (-160.27504166663 59.0745249998637)",6,7,19,AK,Twin Hills,82,N,A63,2,Bethel,E,3,N,,Twin Hills,Kodiak,05/1974,Alaska,-160.27504166663,59.0745249998637
"POINT (-157.395994444835 57.5234249999959)",,,20,AK,Ugashik,25,,9A8,,Kodiak Island,E,,,,Ugashik,Kodiak,01/1983,Alaska,-157.395994444835,57.5234249999959
"POINT (-152.134982666695 69.371112666797)",47,56,21,AK,Umiat,267,N,UMT,18,Barrow,E,19,N,PAUM,Umiat,Point Barrow,05/1949,Alaska,-152.134982666695,69.371112666797
"POINT (-146.366358333042 67.0086750000295)",2330,3769,22,AK,Venetie,574,N,VEE,953,Upper Yukon,E,952,N,PAVE,Venetie,Fairbanks,08/1959,Alaska,-146.366358333042,67.0086750000295
"POINT (-159.994750000026 70.6379999999664)",,,17,AK,Wainwright,45.1,N,AWI,,Barrow,E,,N,PAWI,Wainwright,Cape Lisburne,,Alaska,-159.994750000026,70.6379999999664
"POINT (-168.094972222337 65.6225555554422)",,,12,AK,Wales,25.8,N,IWK,,Nome,E,,N,PAIW,Wales,Nome,10/1954,Alaska,-168.094972222337,65.6225555554422
"POINT (-149.539556694647 61.5719861388752)",,,23,AK,Wasilla,354,,IYS,,Matanuska-Susitna,E,,,PAWS,Wasilla,Anchorage,05/1992,Alaska,-149.539556694647,61.5719861388752
"POINT (-163.412749999744 64.6891944444524)",1385,4070,18,AK,White Mountain,267,N,WMO,1186,Nome,E,1189,N,PAWM,White Mountain,Nome,07/1951,Alaska,-163.412749999744,64.6891944444524
"POINT (-148.719652778005 60.7771694443892)",,,25,AK,Whittier,39,N,IEM,,Valdez-Chitna-Whitie,E,,N,PAWR,Whittier,Anchorage,10/1974,Alaska,-148.719652778005,60.7771694443892
"POINT (-150.051738889281 61.7541888890005)",,,21,AK,Willow,215,N,UUO,,Matanuska-Susitna,E,,N,PAUO,Willow,Anchorage,03/1950,Alaska,-150.051738889281,61.7541888890005
"POINT (-150.122741666456 67.4045733333842)",,,28,AK,Wiseman,1180,N,WSM,,Yukon-Koyukuk,E,,N,,Wiseman,Fairbanks,11/1949,Alaska,-150.122741666456,67.4045733333842
"POINT (-142.493485277948 60.0820124997877)",,,27,AK,Yakataga,12,N,CYT,,Cordova-Mccarthy,E,,N,PACY,Yakataga,Anchorage,04/1949,Alaska,-142.493485277948,60.0820124997877
"POINT (-138.488805555438 59.1643333334134)",,,,AK,Dry Bay,33,,3AK,,Aleutian Islands,,,,,Yakutat,,05/2013,Alaska,-138.488805555438,59.1643333334134
"POINT (-139.025049444757 59.4144388889901)",,,28,AK,Harlequin Lake,100,N,A67,,Skagway-Yakutat,E,,N,,Yakutat,Juneau,,Alaska,-139.025049444757,59.4144388889901
"POINT (-139.509187777729 59.5516441664523)",,,28,AK,Situk,50,N,A68,,Skagway-Yakutat,E,,N,,Yakutat,Juneau,05/1965,Alaska,-139.509187777729,59.5516441664523
"POINT (-138.503670555162 59.2480419446687)",,,28,AK,Tanis Mesa,130,N,A69,,Skagway-Yakutat,E,,N,,Yakutat,Juneau,,Alaska,-138.503670555162,59.2480419446687
"POINT (-138.450999999825 59.1992166666925)",,,28,AK,Alsek River,30,N,A57,,Skagway-Yakutat,E,,N,,Yakutat,Juneau,05/1965,Alaska,-138.450999999825,59.1992166666925
"POINT (-138.406744444352 59.126094444636)",,,28,AK,East Alsek River,20,N,AK76,,Skagway-Yakutat,E,,N,,Yakutat,Juneau,05/1965,Alaska,-138.406744444352,59.126094444636
"POINT (-156.367360277683 63.0018680554105)",,,22,AK,Yankee Creek 2,1120,N,A77,,Kuskokwim,E,,N,,Yankee Creek,Mc Grath,08/1962,Alaska,-156.367360277683,63.0018680554105
"POINT (-143.13545166668 65.3113355555381)",,,30,AK,Coal Creek,850,,L20,,Upper Yukon,E,,,,Yukon Charley Rivers,Dawson,06/1964,Alaska,-143.13545166668,65.3113355555381
"POINT (-85.2383083329137 31.6002222222882)",,,1,AL,Abbeville Muni,469,,0J0,,Henry,W,,,,Abbeville,New Orleans,08/1959,Alabama,-85.2383083329137,31.6002222222882
"POINT (-87.1581583329185 34.217141666423)",,,,AL,Addison Muni,786,,2A8,,Winston,E,,,,Addison,Atlanta,12/1986,Alabama,-87.1581583329185,34.217141666423
"POINT (-86.7832222224263 33.1777777779223)",,,3,AL,Shelby County,586,N,EET,,Shelby,W,,N,KEET,Alabaster,Atlanta,04/1965,Alabama,-86.7832222224263,33.1777777779223
"POINT (-86.2557500000727 34.2291111108098)",,,2,AL,Albertville Rgnl-Thomas J Brumlik Fld,1032,N,8A0,,Marshall,W,,N,,Albertville,Atlanta,07/1962,Alabama,-86.2557500000727,34.2291111108098
"POINT (-85.962944444031 32.9147499996459)",,,4,AL,Thomas C Russell Fld,686,N,ALX,,Tallapoosa,W,,N,KALX,Alexander City,Atlanta,04/1940,Alabama,-85.962944444031,32.9147499996459
"POINT (-88.197791666446 33.1064652781339)",,,2,AL,George Downer,150,,AIV,,Pickens,W,,,KAIV,Aliceville,Memphis,10/1961,Alabama,-88.197791666446,33.1064652781339
"POINT (-86.3922222224278 31.30836111111)",,,2,AL,South Alabama Rgnl At Bill Benton Field,310,N,79J,,Covington,W,,N,,Andalusia/Opp,New Orleans,04/1940,Alabama,-86.3922222224278,31.30836111111
"POINT (-85.8581111114597 33.5881666666772)",,,1,AL,Anniston Rgnl,612,N,ANB,,Calhoun,W,,N,KANB,Anniston,Atlanta,03/1941,Alabama,-85.8581111114597,33.5881666666772
"POINT (-86.8832777780224 34.9790833334124)",,,,AL,Ardmore,922,,1M3,,Limestone,W,,,,Ardmore,Atlanta,10/1964,Alabama,-86.8832777780224,34.9790833334124
"POINT (-85.8089652775989 33.2841972219977)",,,1,AL,Ashland/Lineville,1065,N,26A,,Clay,W,,N,,Ashland/Lineville,Atlanta,04/1968,Alabama,-85.8089652775989,33.2841972219977
"POINT (-87.4467611110219 31.0162194445574)",,,1,AL,Atmore Muni,287,N,0R1,,Escambia,W,,N,,Atmore,New Orleans,10/1961,Alabama,-87.4467611110219,31.0162194445574
"POINT (-85.4339999997077 32.6151111109661)",,,4,AL,Auburn University Rgnl,777,N,AUO,,Lee,W,,N,KAUO,Auburn,Atlanta,03/1941,Alabama,-85.4339999997077,32.6151111109661
"POINT (-87.81933333359 30.8703333331896)",,,,AL,Bay Minette Muni,248,N,1R8,,Baldwin,E,,N,,Bay Minette,New Orleans,10/1962,Alabama,-87.81933333359,30.8703333331896
"POINT (-88.2111944442468 30.455249999824)",,,2,AL,Roy E. Ray,87,N,5R7,,Mobile,E,,N,,Bayou La Batre,New Orleans,07/1965,Alabama,-88.2111944442468,30.455249999824
"POINT (-86.9263055556907 33.3126111109725)",,,3,AL,Bessemer,700,N,EKY,,Jefferson,W,,N,KEKY,Bessemer,Atlanta,03/1973,Alabama,-86.9263055556907,33.3126111109725
"POINT (-87.0659722222305 31.0508333333374)",,,1,AL,Brewton Muni,99,N,12J,,Escambia,W,,N,,Brewton,New Orleans,06/1944,Alabama,-87.0659722222305,31.0508333333374
"POINT (-88.1274722224366 32.1193055555955)",,,1,AL,Butler-Choctaw County,134,N,09A,,Choctaw,E,,N,,Butler,Memphis,04/1969,Alabama,-88.1274722224366,32.1193055555955
"POINT (-87.3391152781619 31.9797472218663)",,,1,AL,Camden Muni,143,N,61A,,Wilcox,E,,N,,Camden,New Orleans,01/1964,Alabama,-87.3391152781619,31.9797472218663
"POINT (-85.6100833330065 34.0899166662991)",,,4,AL,Centre-Piedmont-Cherokee County Rgnl,595,,PYP,,Cherokee,W,,,KPYP,Centre,Atlanta,09/2007,Alabama,-85.6100833330065,34.0899166662991
"POINT (-87.0905472223541 32.936938889213)",,,2,AL,Bibb County,251,N,0A8,,Bibb,W,,N,,Centreville,Atlanta,07/1962,Alabama,-87.0905472223541,32.936938889213
"POINT (-88.1944266384772 31.4516668888314)",,,1,AL,Roy Wilcox,166,N,5R1,,Washington,E,,N,,Chatom,New Orleans,09/1964,Alabama,-88.1944266384772,31.4516668888314
"POINT (-86.6114444442157 32.850472222328)",,,1,AL,Chilton County,584.5,N,02A,,Chilton,E,,N,,Clanton,Atlanta,03/1940,Alabama,-86.6114444442157,32.850472222328
"POINT (-85.4852222219742 31.8833333331367)",,,,AL,Clayton Muni,435,,11A,,Barbour,E,,,,Clayton,New Orleans,02/1970,Alabama,-85.4852222219742,31.8833333331367
"POINT (-87.3489166668695 34.6594166669828)",,,3,AL,Courtland,588,,9A4,,Lawrence,W,,,,Courtland,Atlanta,12/1986,Alabama,-87.3489166668695,34.6594166669828
"POINT (-87.9963333329575 30.9091388889864)",,,1,AL,Mark Reynolds/North Mobile County,60,,15A,,Mobile,E,,,,Creola,New Orleans,09/1984,Alabama,-87.9963333329575,30.9091388889864
"POINT (-86.8580277775062 34.2686944443973)",,,3,AL,Cullman Rgnl-Folsom Field,969,N,CMD,,Cullman,W,,N,KCMD,Cullman,Atlanta,12/1958,Alabama,-86.8580277775062,34.2686944443973
