WKT,Enplanements,Passengers,Magnetic_Variation,State_Name,Official_Facility_Name,Elevation_Nearest_Tenth_Of_A_Foot_Msl,Has_Been_Designated_As_A_Customs_Landing_Rights_Airport,Location_Identifier,Departing_Flights,County_Or_Parish_Name,Magnetic_Direction,Facility_Type,Arriving_Flights,Has_Been_Designated_As_An_International_Airport,Icao_Identifier,City_Name,Associated_Aeronautical_Chart,Airport_Activation_Date_Mm_Yyyy,County_s_State_Post_Office_Code,SHAPE_X,SHAPE_Y
"POINT (-71.0372716668753 42.2809319441852)",,,16,Massachusetts,Pg,10,,4MA8,,Norfolk,W,Heliport,,,,Quincy,New York,08/1987,MA,-71.0372716668753,42.2809319441852
"POINT (-71.2317472222855 41.7874305556497)",,,15,Massachusetts,Reh,100,,0MA3,,Bristol,W,Heliport,,,,Rehoboth,New York,04/2001,MA,-71.2317472222855,41.7874305556497
"POINT (-70.984494167103 42.4278744444917)",,,16,Massachusetts,Rent-A-Tool,,,MA96,,Suffolk,W,Heliport,,,,Revere,New York,12/1978,MA,-70.984494167103,42.4278744444917
"POINT (-70.6186544447885 42.6362063889265)",,,16,Massachusetts,Poole's,45,,22MA,,Essex,W,Heliport,,,,Rockport,New York,01/1992,MA,-70.6186544447885,42.6362063889265
"POINT (-70.6220833330926 42.6725833335507)",,,,Massachusetts,Bsas# 2,40,,51MA,,Essex,,Heliport,,,,Rockport,New York,09/2013,MA,-70.6220833330926,42.6725833335507
"POINT (-70.8674083332825 42.734302777569)",,,,Massachusetts,Grandview Farm,11,,60MA,,Essex,,Heliport,,,,Rowley,New York,04/2003,MA,-70.8674083332825,42.734302777569
"POINT (-71.3597808334567 42.2339858332865)",,,15,Massachusetts,Burke,240,,4MA0,,Middlesex,W,Heliport,,,,Sherborn,New York,02/1987,MA,-71.3597808334567,42.2339858332865
"POINT (-71.3789477779405 42.2059302780821)",,,15,Massachusetts,Nason Hill,182,,6MA1,,Middlesex,W,Heliport,,,,Sherborn,New York,05/1988,MA,-71.3789477779405,42.2059302780821
"POINT (-71.6925686115538 42.2728713890155)",,,15,Massachusetts,Quantum (Shrewsbury),545,,6MA7,,Worcester,W,Heliport,,,,Shrewsbury,New York,05/1991,MA,-71.6925686115538,42.2728713890155
"POINT (-71.0886666666119 42.3784166667046)",,,16,Massachusetts,Chambers,60,,MA10,,Middlesex,W,Heliport,,,,Somerville,,06/1999,MA,-71.0886666666119,42.3784166667046
"POINT (-72.7445377776495 42.0678719447728)",,,14,Massachusetts,Micron,245,,1MA6,,Hampden,W,Heliport,,,,Southwick,New York,07/1985,MA,-72.7445377776495,42.0678719447728
"POINT (-72.7245372226332 42.0628722220115)",,,14,Massachusetts,Scibelli,225,,6MA3,,Hampden,W,Heliport,,,,Southwick,New York,07/1990,MA,-72.7245372226332,42.0628722220115
"POINT (-72.5425592773907 42.1162327498983)",,,15,Massachusetts,Massachusetts Mutual Life Insurance Co,202,,MA68,,Hampden,W,Heliport,,,,Springfield,New York,12/1974,MA,-72.5425592773907,42.1162327498983
"POINT (-72.6009224998031 42.1220380557948)",,,14,Massachusetts,Baystate Medical Ctr,100,,6MA5,,Hampden,W,Heliport,,,,Springfield,New York,05/1991,MA,-72.6009224998031,42.1220380557948
"POINT (-71.0869969446371 42.4514847225082)",,,16,Massachusetts,New England Memorial Hospital,219,,MA69,,Middlesex,W,Heliport,,,,Stoneham,New York,02/1972,MA,-71.0869969446371,42.4514847225082
"POINT (-71.5417316666456 42.4309261111525)",,,16,Massachusetts,Compaq Stow,250,,2MA8,,Middlesex,W,Heliport,,,,Stow,New York,10/1986,MA,-71.5417316666456,42.4309261111525
"POINT (-71.1078230558911 41.8612122223236)",,,16,Massachusetts,Princess House,12,,MA99,,Bristol,W,Heliport,,,,Taunton,New York,05/1979,MA,-71.1078230558911,41.8612122223236
"POINT (-71.0941944443229 41.9059166667799)",,,16,Massachusetts,Morton Hospital,50,,1MA9,,Bristol,W,Heliport,,,,Taunton,New York,03/1998,MA,-71.0941944443229,41.9059166667799
"POINT (-71.2245027775413 42.6392583335696)",,,16,Massachusetts,Digital,130,,2MA9,,Middlesex,W,Heliport,,,,Tewksbury,New York,10/1986,MA,-71.2245027775413,42.6392583335696
"POINT (-71.2481113889469 42.3675961108829)",,,16,Massachusetts,Waltham Weston Hospital & Medical Center,75,,MA76,,Middlesex,W,Heliport,,,,Waltham,New York,,MA,-71.2481113889469,42.3675961108829
"POINT (-71.2161663892468 42.3964847225202)",,,16,Massachusetts,Federal Center,220,,5MA0,,Middlesex,W,Heliport,,,,Waltham,New York,08/1987,MA,-71.2161663892468,42.3964847225202
"POINT (-71.2578341669823 42.3978733334442)",,,16,Massachusetts,Prospect Hill,270,,MA92,,Middlesex,W,Heliport,,,,Waltham,New York,10/1989,MA,-71.2578341669823,42.3978733334442
"POINT (-70.6880894444001 41.7770483332539)",,,16,Massachusetts,Bangs,30,,4MA1,,Plymouth,W,Heliport,,,,Wareham,New York,02/1987,MA,-70.6880894444001,41.7770483332539
"POINT (-71.8503488886179 42.0275969443498)",,,15,Massachusetts,Hubbard Rgnl Hospital,510,,MA83,,Worcester,W,Heliport,,,,Webster,New York,02/1990,MA,-71.8503488886179,42.0275969443498
"POINT (-72.7248149996854 42.1759250000799)",,,14,Massachusetts,Digital,260,,MA79,,Hampden,W,Heliport,,,,Westfield,New York,10/1973,MA,-72.7248149996854,42.1759250000799
"POINT (-71.4314516670469 42.5631472220215)",,,16,Massachusetts,Westford Regency,255,,23MA,,Middlesex,W,Heliport,,,,Westford,New York,01/1992,MA,-71.4314516670469,42.5631472220215
"POINT (-71.9256311113471 42.5550888889448)",,,15,Massachusetts,Digital,1100,,MA81,,Worcester,W,Heliport,,,,Westminster,New York,10/1973,MA,-71.9256311113471,42.5550888889448
"POINT (-71.9084080555612 42.5031455555067)",,,15,Massachusetts,Lleia Kyle O'meara,1230,,0MA9,,Worcester,W,Heliport,,,,Westminster,New York,07/1989,MA,-71.9084080555612,42.5031455555067
"POINT (-70.9789388892662 42.4734291665474)",,,16,Massachusetts,Long Hill Orchard,120,,1MA7,,Essex,W,Heliport,,,,West Newbury,New York,12/1985,MA,-70.9789388892662,42.4734291665474
"POINT (-72.6695355553028 42.1264819446193)",,,15,Massachusetts,Bear Hole,235,,MA95,,Hampden,W,Heliport,,,,West Springfield,New York,05/1978,MA,-72.6695355553028,42.1264819446193
"POINT (-72.4236111111205 42.1227777778932)",,,,Massachusetts,Hanson,400,,37MA,,Hampden,,Heliport,,,,Wilbraham,New York,04/2009,MA,-72.4236111111205,42.1227777778932
"POINT (-73.2134402773648 42.720913333184)",,,14,Massachusetts,Sprague Nr 1,665,,MA84,,Berkshire,W,Heliport,,,,Williamstown,New York,,MA,-73.2134402773648,42.720913333184
"POINT (-73.2134399997854 42.7195244441519)",,,14,Massachusetts,Sprague Nr 2,665,,MA85,,Berkshire,W,Heliport,,,,Williamstown,New York,,MA,-73.2134399997854,42.7195244441519
"POINT (-71.136443055653 42.5098166668582)",,,16,Massachusetts,Compaq Woburn,80,,3MA0,,Middlesex,W,Heliport,,,,Woburn,New York,10/1986,MA,-71.136443055653,42.5098166668582
"POINT (-71.7695194441435 42.2611961112781)",,,16,Massachusetts,Atlantic Trade,570,,MA32,,Worcester,W,Heliport,,,,Worcester,New York,02/1989,MA,-71.7695194441435,42.2611961112781
"POINT (-71.7599999997726 42.2750000003308)",,,15,Massachusetts,Umass Memorial Medical Center-Univ Campus,417,,1MA2,,Worcester,W,Heliport,,,,Worcester,New York,07/1989,MA,-71.7599999997726,42.2750000003308
"POINT (-71.7976638892687 42.2543194442161)",,,15,Massachusetts,Worcester Medical Center,469,,42MA,,Worcester,W,Heliport,,,,Worcester,New York,01/2003,MA,-71.7976638892687,42.2543194442161
"POINT (-71.7986822221697 42.2753708333464)",,,15,Massachusetts,Parker,520,,MA94,,Worcester,W,Heliport,,,,Worcester,New York,12/1977,MA,-71.7986822221697,42.2753708333464
"POINT (-76.209397221862 39.4534416669468)",,,11,Maryland,Rite Aid Distribution Center,35,,8MD1,,Harford,W,Heliport,,,,Aberdeen,Washington,06/1999,MD,-76.209397221862,39.4534416669468
"POINT (-76.5341666664792 38.9906666664752)",,,,Maryland,Anne Arundel Medical Center,170,,20MD,,Anne Arundel,,Heliport,,,,Annapolis,Washington,11/2007,MD,-76.5341666664792,38.9906666664752
"POINT (-76.5866666667788 39.3361111110073)",,,11,Maryland,Montebello Filtration Plant,223,,8MD2,,Baltimore,W,Heliport,,,,Baltimore,Washington,06/1999,MD,-76.5866666667788,39.3361111110073
"POINT (-76.5049641667478 39.4026069441118)",,,10,Maryland,Green Terrace,310,,3MD7,,Baltimore,W,Heliport,,,,Baltimore,Washington,07/1987,MD,-76.5049641667478,39.4026069441118
"POINT (-76.6257861109029 39.2879194447865)",,,11,Maryland,University Of Maryland Shock Trauma Center,165,,MD71,,Baltimore,W,Heliport,,,,Baltimore,Washington,07/1989,MD,-76.6257861109029,39.2879194447865
"POINT (-76.6624999996466 39.3577777774427)",,,11,Maryland,Sinai Ii,320,,8MD3,,Baltimore,W,Heliport,,,,Baltimore,Washington,06/1999,MD,-76.6624999996466,39.3577777774427
"POINT (-76.5462638885416 39.2913611110471)",,,11,Maryland,Johns Hopkins Bayview Medical Center,132,,06MD,,Baltimore,W,Heliport,,,,Baltimore,Washington,02/2001,MD,-76.5462638885416,39.2913611110471
"POINT (-76.6019666666968 39.2832500000406)",,,11,Maryland,"Marriott Parking Garage ""Rooftop""",100,,24MD,,Baltimore,W,Heliport,,,,Baltimore,Washington,08/2002,MD,-76.6019666666968,39.2832500000406
"POINT (-76.6730777779998 39.2707777778078)",,,,Maryland,St. Agnes Health Care,141,,12MD,,Baltimore,,Heliport,,,,Baltimore,Washington,04/2004,MD,-76.6730777779998,39.2707777778078
"POINT (-76.5716666664366 39.272222222213)",,,,Maryland,Pier 7,16,,4MD,,Baltimore,,Heliport,,,,Baltimore,Washington,09/2006,MD,-76.5716666664366,39.272222222213
"POINT (-76.5921972220806 39.2959472224538)",,,,Maryland,Johns Hopkins Hospital Critical Care Tower,293,,17MD,,Baltimore,,Heliport,,,,Baltimore,Washington,04/2012,MD,-76.5921972220806,39.2959472224538
"POINT (-76.6146878890982 39.3290236387855)",,,,Maryland,Union Memorial Hospital,330,,44MD,,Baltimore,,Heliport,,,,Baltimore,Washington,09/2009,MD,-76.6146878890982,39.3290236387855
"POINT (-76.5932997226322 39.2973291664576)",,,10,Maryland,Johns Hopkins Hospital,260,,0MD3,,Baltimore,W,Heliport,,,,Baltimore,Washington,10/1979,MD,-76.5932997226322,39.2973291664576
"POINT (-76.6074666667025 39.2903847220443)",,,10,Maryland,Baltimore Police Department,170,,MD10,,Baltimore,W,Heliport,,,,Baltimore,Washington,01/1970,MD,-76.6074666667025,39.2903847220443
"POINT (-76.3266638892442 39.5224972220108)",,,11,Maryland,Upper Chesapeake Medical Center,302,,03MD,,Harford,W,Heliport,,,,Bel Air,,12/2001,MD,-76.3266638892442,39.5224972220108
"POINT (-77.1099783329109 38.9973319443049)",,,10,Maryland,Suburban,382,,5MD9,,Montgomery,W,Heliport,,,,Bethesda,Washington,02/1994,MD,-77.1099783329109,38.9973319443049
"POINT (-77.0956583329842 38.9996166665411)",,,,Maryland,Walter Reed National Medical Center At Bethesda,326,,60MD,,Montgomery,,Heliport,,,,Bethesda,Washington,07/2013,MD,-77.0956583329842,38.9996166665411
"POINT (-76.6777777779394 39.4166666666858)",,,11,Maryland,Brooklandville,312,,5MD1,,Baltimore,W,Heliport,,,,Brooklandville,Washington,04/1999,MD,-76.6777777779394,39.4166666666858
"POINT (-76.0677174999408 38.5717852778536)",,,10,Maryland,Dorchester General Hospital,12,,MD33,,Dorchester,W,Heliport,,,,Cambridge,Washington,09/1976,MD,-76.0677174999408,38.5717852778536
"POINT (-75.8214499999312 39.5180666668216)",,,12,Maryland,Chesapeake City,40,,04MD,,Cecil,W,Heliport,,,,Chesapeake City,,12/2001,MD,-75.8214499999312,39.5180666668216
"POINT (-76.0638358328858 39.3178883335394)",,,10,Maryland,Chester River Hospital,52,,MD51,,Kent,W,Heliport,,,,Chestertown,Washington,03/1990,MD,-76.0638358328858,39.3178883335394
"POINT (-76.9208333336843 38.9302777777468)",,,10,Maryland,Prince George's Hospital Center,297,,1MD4,,Prince Georges,W,Heliport,,,,Cheverly,Washington,08/1981,MD,-76.9208333336843,38.9302777777468
"POINT (-76.8772222224099 38.7480555557224)",,,10,Maryland,Southern Md Hospital Center,270,,3MD1,,Prince Georges,W,Heliport,,,,Clinton,Washington,02/1998,MD,-76.8772222224099,38.7480555557224
"POINT (-76.8869436107515 39.2148100281186)",,,10,Maryland,Howard County General Hospital,470,,MD25,,Howard,W,Heliport,,,,Columbia,Washington,10/1976,MD,-76.8869436107515,39.2148100281186
"POINT (-76.8260847220545 39.2364952777775)",,,10,Maryland,Aerospace Tech Center,415,,2MD2,,Howard,W,Heliport,,,,Columbia,Washington,06/1984,MD,-76.8260847220545,39.2364952777775
"POINT (-75.8663213891588 37.9666666666484)",,,10,Maryland,Mccready Memorial Hospital,3,,MD52,,Somerset,W,Heliport,,,,Crisfield,Washington,02/1993,MD,-75.8663213891588,37.9666666666484
"POINT (-78.731944444266 39.64666666646)",,,,Maryland,Western Maryland Health System,675,,MD65,,Allegany,,Heliport,,,,Cumberland,Washington,01/2007,MD,-78.731944444266,39.64666666646
"POINT (-76.692740833269 38.5565100001351)",,,10,Maryland,Chalk Point Generating Sta,80,,MD27,,Prince Georges,W,Heliport,,,,Eagle Harbor,Washington,,MD,-76.692740833269,38.5565100001351
"POINT (-76.0771638888212 38.7690055552781)",,,10,Maryland,Memorial Hospital,63,,MD29,,Talbot,W,Heliport,,,,Easton,Washington,10/1976,MD,-76.0771638888212,38.7690055552781
"POINT (-76.2911240276098 39.3918734724891)",,,10,Maryland,Weide Ahp (Aberdeen Proving Ground),21,N,EDG,,Harford,W,Heliport,,N,KEDG,Edgewood Arsenal,Washington,05/1941,MD,-76.2911240276098,39.3918734724891
"POINT (-77.3183333337712 39.6850000002335)",,,10,Maryland,Nat'l Emergency Training Cntr,416,,7MD2,,Frederick,W,Heliport,,,,Emmitsburg,Washington,02/1998,MD,-77.3183333337712,39.6850000002335
"POINT (-77.4206611114032 39.43626388861)",,,9,Maryland,Fort Detrick Helipad,350,,MD32,,Frederick,W,Heliport,,,,Fort Detrick(Frederick),Washington,,MD,-77.4206611114032,39.43626388861
"POINT (-77.4997116670363 39.7000952778928)",,,9,Maryland,Fort Ritchie,760,,MD98,,Baltimore,W,Heliport,,,,Fort Ritchie,Washington,,MD,-77.4997116670363,39.7000952778928
"POINT (-76.9921527777765 38.7278333334514)",,,,Maryland,Fort Washington Medical Center,49,,MD72,,Prince Georges,,Heliport,,,,Fort Washington,Washington,10/2008,MD,-76.9921527777765,38.7278333334514
"POINT (-77.4149444440391 39.4225277781244)",,,10,Maryland,Frederick Memorial Hospital,385.5,,7MD3,,Frederick,W,Heliport,,,,Frederick,Washington,02/1998,MD,-77.4149444440391,39.4225277781244
"POINT (-77.2166486115421 39.153440277464)",,,9,Maryland,Gaithersburg,424,,MD34,,Montgomery,W,Heliport,,,,Gaithersburg,Washington,09/1972,MD,-77.2166486115421,39.153440277464
"POINT (-76.5013505551768 39.1451091668757)",,,10,Maryland,Tar Cove,8,,MD36,,Anne Arundel,W,Heliport,,,,Glen Burnie,Washington,05/1976,MD,-76.5013505551768,39.1451091668757
"POINT (-76.623299444839 39.1376086113885)",,,10,Maryland,Baltimore Washington Medical Center,77,,0MD0,,Anne Arundel,W,Heliport,,,,Glen Burnie,Washington,05/1979,MD,-76.623299444839,39.1376086113885
"POINT (-76.1827805559136 38.9675222220152)",,,,Maryland,Queen Anne E.R.,26,,50MD,,Queen Annes,,Heliport,,,,Grasonville,Washington,05/2011,MD,-76.1827805559136,38.9675222220152
"POINT (-77.7497158334377 39.6417624997402)",,,9,Maryland,Craig Company,628,,MD30,,Washington,W,Heliport,,,,Hagerstown,Washington,03/1989,MD,-77.7497158334377,39.6417624997402
"POINT (-77.7638888887468 39.5991666664947)",,,10,Maryland,Vinayaka Missions America University,578,,7MD4,,Washington,W,Heliport,,,,Hagerstown,Washington,02/1998,MD,-77.7638888887468,39.5991666664947
"POINT (-76.1036066391341 39.5322285278211)",,,10,Maryland,Gregory May,51,,MD08,,Harford,W,Heliport,,,,Havre De Grace,Washington,06/1991,MD,-76.1036066391341,39.5322285278211
"POINT (-76.5627452781611 39.5495499998989)",,,10,Maryland,Mrs Bozman,620,,MD40,,Baltimore,W,Heliport,,,,Jacksonville,Washington,12/1976,MD,-76.5627452781611,39.5495499998989
"POINT (-76.9744444448875 38.5285000000784)",,,,Maryland,Civista Medical Center,168,,6MD6,,Charles,,Heliport,,,,La Plata,Washington,03/2007,MD,-76.9744444448875,38.5285000000784
"POINT (-76.897196110937 39.0870527775735)",,,10,Maryland,Citizens Bank Headquarters,312,,MD37,,Prince Georges,W,Heliport,,,,Laurel,Washington,05/1989,MD,-76.897196110937,39.0870527775735
"POINT (-76.8816400004332 39.0876086113169)",,,10,Maryland,Greater Laurel Beltsville Hospital,285,,0MD5,,Prince Georges,W,Heliport,,,,Laurel,Washington,03/1980,MD,-76.8816400004332,39.0876086113169
"POINT (-77.1066463889956 39.1920508333234)",,,10,Maryland,Federal Support Center,510,,1MD5,,Montgomery,W,Heliport,,,,Laytonsville,Washington,02/1982,MD,-77.1066463889956,39.1920508333234
"POINT (-76.6368333335522 38.301500000133)",,,,Maryland,St. Mary's Hospital East,96,,MD02,,St Marys,,Heliport,,,,Leonardtown,Washington,06/2003,MD,-76.6368333335522,38.301500000133
"POINT (-76.6371805557657 38.3001250002516)",,,10,Maryland,St. Mary's Hospital,110,,7MD5,,St Marys,W,Heliport,,,,Leonardtown,Washington,02/1998,MD,-76.6371805557657,38.3001250002516
"POINT (-76.6719127780607 39.2112183334032)",,,10,Maryland,Maritime Institute,170,,2MD7,,Anne Arundel,W,Heliport,,,,Linthicum Heights,Washington,07/1985,MD,-76.6719127780607,39.2112183334032
"POINT (-76.4080055557885 38.3917900001124)",,,10,Maryland,Clng Cove Point,133,,1MD0,,Calvert,W,Heliport,,,,Lusby,Washington,12/1979,MD,-76.4080055557885,38.3917900001124
"POINT (-76.8683055556795 38.9462222222731)",,,10,Maryland,Metroplex,99,,1MD6,,Prince Georges,W,Heliport,,,,New Carrollton,Washington,02/1982,MD,-76.8683055556795,38.9462222222731
"POINT (-79.4011555551787 39.4131519447336)",,,8,Maryland,Garrett County Memorial Hospital,2457,,3MD2,,Garrett,W,Heliport,,,,Oakland,Cincinnati,11/1986,MD,-79.4011555551787,39.4131519447336
"POINT (-77.0224999997762 39.1272222219079)",,,10,Maryland,Montgomery County Police Norwood,430,,MD58,,Montgomery,W,Heliport,,,,Olney,Washington,08/1995,MD,-77.0224999997762,39.1272222219079
"POINT (-77.055044444367 39.1547166668205)",,,,Maryland,Montgomery General Hospital,472,,18MD,,Montgomery,,Heliport,,,,Olney,Washington,11/2009,MD,-77.055044444367,39.1547166668205
"POINT (-76.5959722222806 38.5608333335455)",,,10,Maryland,Calvert Memorial Hospital,143,,0MD9,,Calvert,W,Heliport,,,,Prince Frederick,Washington,05/1980,MD,-76.5959722222806,38.5608333335455
"POINT (-76.1196675004196 38.909280555425)",,,10,Maryland,The Aspen Institute,20,,0MD7,,Queen Annes,W,Heliport,,,,Queenstown,Washington,08/1991,MD,-76.1196675004196,38.909280555425
"POINT (-77.1969252775207 39.0981636111516)",,,9,Maryland,Shady Grove Adventist Hospital,475,,1MD7,,Montgomery,W,Heliport,,,,Rockville,Washington,02/1982,MD,-77.1969252775207,39.0981636111516
"POINT (-75.5833333331094 38.3499999999346)",,,,Maryland,Peninsula Rgnl Medical Center,22,,MD49,,Wicomico,,Heliport,,,,Salisbury,Washington,11/2005,MD,-75.5833333331094,38.3499999999346
"POINT (-76.9835872220665 39.0464980555466)",,,10,Maryland,Dow Jones & Co. Inc.,365,,MD67,,Montgomery,W,Heliport,,,,Silver Spring,Washington,12/1976,MD,-76.9835872220665,39.0464980555466
"POINT (-76.7163616662539 39.41121694429)",,,10,Maryland,Berg's Field,330,,MD68,,Baltimore,W,Heliport,,,,Stevenson,Washington,02/1975,MD,-76.7163616662539,39.41121694429
"POINT (-77.0019249999834 38.9859499999517)",,,10,Maryland,Washington Adventist Hospital,301,,6MD9,,Montgomery,W,Heliport,,,,Takoma Park,Washington,08/1995,MD,-77.0019249999834,38.9859499999517
"POINT (-76.5883008334347 39.3989955558237)",,,10,Maryland,Black & Decker/Parking Lot 2,472,,MD13,,Baltimore,W,Heliport,,,,Towson,Washington,11/1988,MD,-76.5883008334347,39.3989955558237
"POINT (-76.6100000002453 39.3883333331997)",,,11,Maryland,St Joseph Hospital,470,,08MD,,Baltimore,W,Heliport,,,,Towson,Washington,10/2002,MD,-76.6100000002453,39.3883333331997
"POINT (-76.9908333331855 39.5586111113235)",,,10,Maryland,Carroll Hospital Center,887,,MD76,,Carroll,W,Heliport,,,,Westminster,Washington,11/1976,MD,-76.9908333331855,39.5586111113235
"POINT (-76.0843913886442 39.2528866665697)",,,10,Maryland,Nuodex Inc.,60,,MD79,,Kent,W,Heliport,,,,Worton,Washington,,MD,-76.0843913886442,39.2528866665697
"POINT (-69.2392097221642 44.2832708334816)",,,18,Maine,Ben Hur,240,,ME24,,Knox,W,Heliport,,,,Appleton,Montreal,02/1990,ME,-69.2392097221642,44.2832708334816
"POINT (-68.7522583337442 44.8070166663673)",,,19,Maine,Eastern Maine Medical Center,60,,ME02,,Penobscot,W,Heliport,,,,Bangor,Montreal,11/1988,ME,-68.7522583337442,44.8070166663673
"POINT (-69.0091944443586 44.4106388891523)",,,18,Maine,Victor,180,,1ME1,,Waldo,W,Heliport,,,,Belfast,Montreal,03/1999,ME,-69.0091944443586,44.4106388891523
"POINT (-68.5859722218684 44.4124333332185)",,,,Maine,Blue Hill Memorial Hospital,6,,ME15,,Hancock,,Heliport,,,,Blue Hill,Halifax,04/2012,ME,-68.5859722218684,44.4124333332185
"POINT (-69.8911944445412 43.9051027780262)",,,16,Maine,Mid Coast Hospital,29,,ME42,,Cumberland,W,Heliport,,,,Brunswick,New York,02/2003,ME,-69.8911944445412,43.9051027780262
"POINT (-69.2328277777721 45.883376666836)",,,19,Maine,Chesuncook Forestry District,960,,ME18,,Piscataquis,W,Heliport,,,,Chesuncook,Montreal,12/1961,ME,-69.2328277777721,45.883376666836
"POINT (-70.3129055551964 43.7391638887754)",,,,Maine,Dave Libby,305,,64ME,,Cumberland,,Heliport,,,,Falmouth,New York,11/2005,ME,-70.3129055551964,43.7391638887754
"POINT (-70.1620916664482 44.6265499996944)",,,,Maine,Franklin Memorial Hospital,423,,0ME1,,Somerset,,Heliport,,,,Farmington,Montreal,05/2010,ME,-70.1620916664482,44.6265499996944
"POINT (-70.2153305553235 44.1031277780174)",,,17,Maine,Cmmc Air Ambulance Landing Site,241,,ME95,,Androscoggin,W,Heliport,,,,Lewiston,Montreal,06/1999,ME,-70.2153305553235,44.1031277780174
"POINT (-70.0986111110698 44.0583333330309)",,,,Maine,Jerry Douglass,252,,20ME,,Androscoggin,,Heliport,,,,Lisbon,New York,08/2008,ME,-70.0986111110698,44.0583333330309
"POINT (-67.8841677773522 44.5389666667336)",,,19,Maine,Milbridge,56,,ME58,,Washington,W,Heliport,,,,Milbridge,Halifax,01/1993,ME,-67.8841677773522,44.5389666667336
"POINT (-69.6075444442134 44.2031277778868)",,,18,Maine,Maine Helicopters,150,,ME59,,Lincoln,W,Heliport,,,,North Whitefield,Halifax,06/1999,ME,-69.6075444442134,44.2031277778868
"POINT (-69.9828433330449 45.8833708330739)",,,19,Maine,Seboomook Forestry District Headquarters,1081,,ME72,,Somerset,W,Heliport,,,,Pittston Farm,Montreal,12/1961,ME,-69.9828433330449,45.8833708330739
"POINT (-69.08226111078 44.1423019441661)",,,18,Maine,Penobscot Bay Medical Center,60,,ME76,,Knox,W,Heliport,,,,Rockland,Montreal,04/1980,ME,-69.08226111078,44.1423019441661
"POINT (-70.7689466665798 43.4486930556584)",,,17,Maine,Goodall Hospital,375,,ME87,,York,W,Heliport,,,,Sanford,New York,12/1986,ME,-70.7689466665798,43.4486930556584
"POINT (-69.7144111107354 44.7577277779287)",,,16,Maine,Redington-Fairview General Hospital,205,,ME29,,Somerset,W,Heliport,,,,Skowhegan,Montreal,02/2009,ME,-69.7144111107354,44.7577277779287
"POINT (-69.8841916663714 43.8584611109501)",,,,Maine,Miara,10,,ME65,,Sagadahoc,,Heliport,,,,West Bath,New York,02/2003,ME,-69.8841916663714,43.8584611109501
"POINT (-70.3391666670571 43.7383333334884)",,,,Maine,Westbrook,250,,07ME,,Cumberland,,Heliport,,,,Westbrook,,08/2004,ME,-70.3391666670571,43.7383333334884
"POINT (-70.3466666663299 43.7228250000828)",,,,Maine,Sta-Kel,246,,67ME,,Cumberland,,Heliport,,,,Westbrook,New York,02/2009,ME,-70.3466666663299,43.7228250000828
"POINT (-84.0490166665885 41.9130111109461)",,,6,Michigan,Bixby Hospital,821,,4MI9,,Lenawee,W,Heliport,,,,Adrian,Detroit,06/1980,MI,-84.0490166665885,41.9130111109461
"POINT (-83.0618777781789 42.9189166663978)",,,6,Michigan,Omans,865,,6MI8,,Lapeer,W,Heliport,,,,Almont,Detroit,12/1992,MI,-83.0618777781789,42.9189166663978
"POINT (-83.7279961108409 42.2858711110412)",,,6,Michigan,Ummc,802,,MI32,,Washtenaw,W,Heliport,,,,Ann Arbor,Detroit,07/1989,MI,-83.7279961108409,42.2858711110412
"POINT (-83.7304961114968 42.2889266665314)",,,5,Michigan,Overflow Pad (Lower Pad),780,,MI14,,Washtenaw,W,Heliport,,,,Ann Arbor,Detroit,03/1993,MI,-83.7304961114968,42.2889266665314
"POINT (-83.2474366668587 42.6997541665185)",,,6,Michigan,Guardian Industries,1021,,1MI2,,Oakland,W,Heliport,,,,Auburn Hills,Detroit,08/1994,MI,-83.2474366668587,42.6997541665185
"POINT (-83.2250000002678 42.653055555259)",,,6,Michigan,Chrysler Corp,1060,,MI08,,Oakland,W,Heliport,,,,Auburn Hills,Detroit,08/1998,MI,-83.2250000002678,42.653055555259
"POINT (-85.2966666666943 42.3316666669888)",,,4,Michigan,Custer Main,883,,9MI1,,Calhoun,W,Heliport,,,,Battle Creek,Detroit,10/1992,MI,-85.2966666666943,42.3316666669888
"POINT (-83.8621955560013 43.5508566669445)",,,5,Michigan,Harold Miller,585,,03MI,,Bay,W,Heliport,,,,Bay City,Detroit,10/1986,MI,-83.8621955560013,43.5508566669445
"POINT (-83.4766019443695 42.2208724996799)",,,5,Michigan,A T I,716,,7MI9,,Wayne,W,Heliport,,,,Belleville,Detroit,11/1982,MI,-83.4766019443695,42.2208724996799
"POINT (-85.473794166645 43.6948838886198)",,,4,Michigan,Mecosta County Medical Center,911,,19MI,,Mecosta,W,Heliport,,,,Big Rapids,Chicago,07/1989,MI,-85.473794166645,43.6948838886198
"POINT (-84.2393333330503 42.0588888891474)",,,,Michigan,Michigan Intl Speedway,1000,,MI66,,Jackson,,Heliport,,,,Brooklyn,Detroit,05/2006,MI,-84.2393333330503,42.0588888891474
"POINT (-83.3594444447523 42.0430555556458)",,,,Michigan,Four Star,603,,0MI7,,Monroe,,Heliport,,,,Carleton,Detroit,02/2004,MI,-83.3594444447523,42.0430555556458
"POINT (-82.6235999999361 43.4914055555977)",,,,Michigan,Circle U,729,,2F2,,Sanilac,,Heliport,,,,Carsonville,Detroit,03/2004,MI,-82.6235999999361,43.4914055555977
